time,size1,density1,universe1,size2,density2,universe2
0.00036597,36505684,0.999,36542226,20456587,0.999,20477064
0.00529218,2030836,0.04,50770900,1896236,0.04,47405900
0.0193119,12897617,0.1,128976170,36920460,0.1,369204600
0.00178695,6742833,0.5,13485666,39082208,0.5,78164416
0.00014114,6971588,0.999,6978566,20189003,0.999,20209212
0.00167203,6039138,0.5,12078276,36780085,0.5,73560170
0.01979589,28404418,0.1,284044180,34642199,0.1,346421990
0.00130582,14776238,0.5,29552476,24401309,0.5,48802618
0.043504,6774904,0.04,169372600,37069498,0.04,926737450
0.00032592,19530015,0.999,19549564,20074355,0.999,20094449
4.005e-05,9970239,0.999,9980219,1122016,0.999,1123139
0.01021194,17063414,0.1,170634140,17155864,0.1,171558640
0.0319581,38580558,0.04,964513950,104536,0.04,2613400
0.03858995,17513860,0.01,1751386000,6878837,0.01,687883700
0.016747,31044217,0.1,310442170,12704659,0.1,127046590
0.02551007,11838936,0.04,295973400,8442181,0.04,211054525
0.01978087,928770,0.04,23219250,22039110,0.04,550977750
0.00040913,22766924,0.999,22789713,39323919,0.999,39363282
0.09674692,38567098,0.01,3856709800,19382424,0.01,1938242400
4.888e-05,13743807,0.999,13757564,917616,0.999,918534
0.02308011,37948203,0.1,379482030,36818721,0.1,368187210
0.01459408,25544632,0.1,255446320,19904952,0.1,199049520
0.0017221,15450819,0.5,30901638,32863068,0.5,65726136
0.00022483,34407505,0.999,34441946,10220399,0.999,10230629
