time,large1,dense1,large2,dense2,copy_on_write,run_containers,amalgamation,gcc_optimization,avx_enabled,size1,universe1,size2,universe2
5.01e-06,False,True,False,True,True,False,True,True,True,127,195,134,208
7.105e-05,True,True,False,True,False,False,True,False,False,1048580,1572870,133,204
0.00025916,True,True,True,True,False,True,True,False,False,1048571,1572865,1048566,1572853
0.01969695,True,False,True,False,True,True,True,False,False,1048576,67108867,1048580,67109126
7.701e-05,True,True,True,True,True,False,False,True,False,1048574,1572864,1048568,1572854
7.51e-05,True,True,False,True,False,True,True,False,True,1048569,1572860,134,208
6.509e-05,True,False,False,True,True,True,False,False,False,1048568,67108362,138,213
0.00014496,True,True,True,False,True,True,True,False,False,1048580,1572875,1048582,67109253
0.00022697,True,True,True,True,True,True,True,False,True,1048569,1572861,1048579,1572871
6.819e-05,False,False,True,True,False,True,True,True,False,126,8072,1048584,1572877
4.005e-05,True,False,False,True,True,True,True,True,False,1048579,67109065,133,206
5.96e-06,False,False,False,True,False,False,False,True,True,120,7682,124,196
2.217e-05,False,True,False,True,True,False,False,False,True,126,193,136,209
0.01880097,True,False,True,False,False,True,False,False,False,1048566,67108229,1048576,67108868
0.00011396,True,False,True,True,True,False,False,True,True,1048584,67109381,1048570,1572855
9.06e-06,True,True,False,False,True,False,False,True,True,1048581,1572875,129,8265
4.601e-05,True,False,False,False,True,False,False,False,True,1048583,67109319,124,7938
5.96e-06,False,True,False,False,True,True,True,True,True,118,182,129,8262
3.81e-06,False,True,False,False,True,False,False,True,False,119,181,133,8513
5.96e-06,False,False,False,False,False,True,False,True,True,136,8704,122,7816
7.87e-06,False,True,False,True,False,False,False,False,True,137,207,132,199
3.886e-05,False,False,True,False,True,True,True,True,True,133,8522,1048585,67109445
7.796e-05,False,True,True,True,False,True,True,False,False,121,190,1048570,1572860
0.00016999,True,False,True,True,True,True,True,False,False,1048575,67108806,1048575,1572869
0.00099683,True,True,True,False,False,True,False,True,False,1048567,1572857,1048573,67108677
1.216e-05,False,False,True,True,True,True,False,False,False,119,7617,1048586,1572879
1.001e-05,False,True,False,False,True,True,False,False,False,129,200,125,8002
0.00079107,True,False,False,True,False,True,False,False,True,1048570,67108487,122,183
1.097e-05,False,True,True,True,True,False,True,False,True,133,201,1048576,1572868
0.0007391,False,False,True,False,False,False,True,True,False,138,8841,1048571,67108550
